t_ms,PacketId,SpeedKmh,SteerAngle,Gas,Brake,Gear,Rpms,Heading,Pitch,Roll,AccG_x,AccG_y,AccG_z,Velocity_x,Velocity_y,Velocity_z,WheelSlip_0,WheelSlip_1,WheelSlip_2,WheelSlip_3
127622.260,4696,39.37537384033203,-0.03631372004747391,1.0,0.0,2,5259,-0.14050571620464325,0.10181914269924164,-0.08717788010835648,-0.08055099844932556,0.003953928127884865,0.9499788284301758,1.6218953132629395,0.7830050587654114,10.81663703918457,3.9177441596984863,3.972414493560791,3.043027400970459,3.1075475215911865
127622.354,4696,39.37537384033203,-0.03631372004747391,1.0,0.0,2,5259,-0.14050571620464325,0.10181914269924164,-0.08717788010835648,-0.08055099844932556,0.003953928127884865,0.9499788284301758,1.6218953132629395,0.7830050587654114,10.81663703918457,3.9177441596984863,3.972414493560791,3.043027400970459,3.1075475215911865
127637.713,4702,39.98065185546875,-0.028795432299375534,1.0,0.0,2,5240,-0.13971619307994843,0.10262800753116608,-0.08665919303894043,-0.07684813439846039,0.0016669344622641802,0.9564415216445923,1.6321903467178345,0.7995949387550354,10.984593391418457,3.7101876735687256,3.765575408935547,2.735790967941284,2.8026320934295654
127637.814,4702,39.98065185546875,-0.028795432299375534,1.0,0.0,2,5240,-0.13971619307994843,0.10262800753116608,-0.08665919303894043,-0.07684813439846039,0.0016669344622641802,0.9564415216445923,1.6321903467178345,0.7995949387550354,10.984593391418457,3.7101876735687256,3.765575408935547,2.735790967941284,2.8026320934295654
127653.255,4707,40.49053955078125,-0.022496923804283142,1.0,0.0,2,5220,-0.1391172856092453,0.10335495322942734,-0.08620405197143555,-0.07971641421318054,0.0011070029577240348,0.967452883720398,1.6403167247772217,0.8133493065834045,11.126192092895508,3.453923225402832,3.5071027278900146,2.5551764965057373,2.6245739459991455
127668.863,4712,41.00499725341797,-0.017057649791240692,1.0,0.0,2,5199,-0.1385568380355835,0.1041206568479538,-0.08576706051826477,-0.08150699734687805,-0.001383551862090826,0.9758766293525696,1.6482895612716675,0.8270975351333618,11.26915454864502,3.1286203861236572,3.1800029277801514,2.4337234497070312,2.4996860027313232
127668.948,4712,41.00499725341797,-0.017057649791240692,1.0,0.0,2,5199,-0.1385568380355835,0.1041206568479538,-0.08576706051826477,-0.08150699734687805,-0.001383551862090826,0.9758766293525696,1.6482895612716675,0.8270975351333618,11.26915454864502,3.1286203861236572,3.1800029277801514,2.4337234497070312,2.4996860027313232
127684.430,4717,41.52683639526367,-0.013416429981589317,1.0,0.0,2,5172,-0.13802723586559296,0.10491515696048737,-0.08538234233856201,-0.08163987845182419,0.0029290637467056513,0.9916706681251526,1.6563773155212402,0.8415898680686951,11.414212226867676,2.771821975708008,2.817883253097534,2.330749034881592,2.398592233657837
127699.762,4723,42.161041259765625,-0.008048354648053646,1.0,0.0,2,5138,-0.1374311000108719,0.10588997602462769,-0.0849991887807846,-0.07951652258634567,0.0036305233370512724,1.0066698789596558,1.6660339832305908,0.8594747185707092,11.590450286865234,2.3597652912139893,2.392817974090576,2.192011833190918,2.257922410964966
127699.829,4723,42.161041259765625,-0.008048354648053646,1.0,0.0,2,5138,-0.1374311000108719,0.10588997602462769,-0.0849991887807846,-0.07951652258634567,0.0036305233370512724,1.0066698789596558,1.6660339832305908,0.8594747185707092,11.590450286865234,2.3597652912139893,2.392817974090576,2.192011833190918,2.257922410964966
127715.166,4728,42.69864273071289,-0.006272522732615471,1.0,0.0,2,5105,-0.13695946335792542,0.10670828074216843,-0.08475682884454727,-0.0804605707526207,0.001960035413503647,1.0225249528884888,1.6741818189620972,0.8747340440750122,11.739862442016602,2.072255849838257,2.0983850955963135,2.015568971633911,2.0783252716064453
127730.773,4733,43.24624252319336,-0.0048956554383039474,1.0,0.0,2,5066,-0.1365174502134323,0.10752815753221512,-0.08456878364086151,-0.08167893439531326,0.0034856367856264114,1.045295238494873,1.682608723640442,0.8904436826705933,11.892295837402344,1.851569652557373,1.8744748830795288,1.7633159160614014,1.8169676065444946
127730.852,4733,43.24624252319336,-0.0048956554383039474,1.0,0.0,2,5066,-0.1365174502134323,0.10752815753221512,-0.08456878364086151,-0.08167893439531326,0.0034856367856264114,1.045295238494873,1.682608723640442,0.8904436826705933,11.892295837402344,1.851569652557373,1.8744748830795288,1.7633159160614014,1.8169676065444946
