t_ms,packet_id,speed_kmh,steer,gas,brake,gear,rpms,heading,pitch,roll,accg_x,accg_y,accg_z
76227.799,56,0.017954353243112564,0.0,0.0,1.0,1,7,-0.23860962688922882,0.07502809166908264,-0.05404036119580269,-4.6235629270086065e-05,8.552152576157823e-05,1.7242724425159395e-05
76238.299,60,0.017880074679851532,0.0,0.0,1.0,1,7,-0.2386094629764557,0.07502967864274979,-0.054040733724832535,-0.0001616982335690409,0.0005261525511741638,9.880855213850737e-05
76248.824,63,0.017807941883802414,0.0,0.0,1.0,1,7,-0.23860952258110046,0.07503063976764679,-0.0540408156812191,0.00046487548388540745,0.00010267560719512403,0.0002266858209623024
76259.335,67,0.017699623480439186,0.0,0.0,1.0,1,7,-0.23860938847064972,0.07503178715705872,-0.05404134467244148,-6.863827729830518e-05,0.001284913974814117,9.488358773523942e-05
76269.866,70,0.017622342333197594,0.0,0.0,1.0,1,7,-0.23860915005207062,0.0750325471162796,-0.05404169484972954,-0.00052589550614357,0.00028469704557210207,0.00024819510872475803
76280.356,74,0.017510782927274704,0.0,0.0,1.0,1,7,-0.23860885202884674,0.07503347843885422,-0.054042186588048935,5.360068826121278e-05,0.0009756169747561216,0.000192135528777726
76290.900,77,0.01746487431228161,0.0,0.0,1.0,1,7,-0.23860879242420197,0.07503421604633331,-0.054043009877204895,0.00013494993618223816,0.0004114329640287906,5.491555202752352e-05
76301.407,81,0.01741424761712551,0.0,0.0,1.0,1,7,-0.23860880732536316,0.07503524422645569,-0.0540444478392601,-0.00020680786110460758,0.0005063044372946024,2.5381244995514862e-05
76311.938,84,0.017396176233887672,0.0,0.0,1.0,1,7,-0.2386087328195572,0.0750359371304512,-0.05404531583189964,-0.0001455859892303124,0.0005167623166926205,3.9353959436994046e-05
76322.062,88,0.017391640692949295,0.0,0.0,1.0,1,7,-0.2386084645986557,0.07503657788038254,-0.054046567529439926,7.106959674274549e-05,0.0010705648455768824,-6.285669223871082e-05
76332.610,91,0.01738003082573414,0.0,0.0,1.0,1,7,-0.23860827088356018,0.07503689080476761,-0.054047469049692154,0.00028840088634751737,0.00027425194275565445,-3.687914795591496e-05
76343.141,95,0.01736574061214924,0.0,0.0,1.0,1,7,-0.23860830068588257,0.07503727823495865,-0.05404847115278244,0.0002530578931327909,0.000523722788784653,-8.216134119720664e-06
76357.985,100,0.01734507642686367,0.0,0.0,1.0,1,7,-0.23860861361026764,0.07503779977560043,-0.054049018770456314,-9.388104808749631e-05,-0.00012863239680882543,5.42277266504243e-05
76376.686,106,0.0173338633030653,0.0,0.0,1.0,1,7,-0.23860891163349152,0.07503841817378998,-0.05404932051897049,5.638598850055132e-06,-0.0003240641672164202,1.9021426851395518e-05
76387.210,110,0.017336389049887657,0.0,0.0,1.0,1,7,-0.23860904574394226,0.07503879815340042,-0.0540495403110981,0.00012716300261672586,-0.00046316286898218095,1.9862684439431177e-06
76397.714,113,0.017348090186715126,0.0,0.0,1.0,1,7,-0.2386089563369751,0.07503906637430191,-0.05404933914542198,0.00037103064823895693,-0.000526110699865967,-3.338494207127951e-05
76408.271,117,0.017370179295539856,0.0,0.0,1.0,1,7,-0.23860862851142883,0.07503926008939743,-0.05404862016439438,0.00035313962143845856,-0.00039155303966253996,-4.767559948959388e-05
76418.749,120,0.017366401851177216,0.0,0.0,1.0,1,7,-0.2386084496974945,0.07503935694694519,-0.05404754728078842,0.0003235319454688579,-0.0002979906275868416,8.546849130652845e-05
76429.370,124,0.017319103702902794,0.0,0.0,1.0,1,7,-0.2386084347963333,0.0750395804643631,-0.054045841097831726,7.922167424112558e-05,0.0004128465079702437,0.00011005743726855144
76439.952,127,0.01726587861776352,0.0,0.0,1.0,1,7,-0.23860852420330048,0.0750398263335228,-0.054044682532548904,-0.0004887237446382642,0.0005996436229906976,0.0001306069316342473
76450.571,131,0.017234859988093376,0.0,0.0,1.0,1,7,-0.23860858380794525,0.07504011690616608,-0.054043177515268326,-0.00045375528861768544,0.0005464684218168259,1.9384153347346e-05
76461.182,136,0.01724034734070301,0.0,0.0,1.0,1,7,-0.23860856890678406,0.07504035532474518,-0.054042279720306396,0.0001528794236946851,5.855529889231548e-05,-4.403586717671715e-05
76480.724,141,0.017257822677493095,0.0,0.0,1.0,1,7,-0.23860855400562286,0.07504057884216309,-0.05404235050082207,-0.00033931463258340955,-5.637940193992108e-05,3.0480845452984795e-05
76491.549,144,0.017260044813156128,0.0,0.0,1.0,1,7,-0.23860841989517212,0.07504068315029144,-0.05404255911707878,-0.00041978308581747115,0.00014097680104896426,2.4338394723599777e-05
76501.934,148,0.016979388892650604,0.0,0.0,1.0,1,7,-0.23860788345336914,0.0750410258769989,-0.054043419659137726,0.00046455487608909607,0.00019191835599485785,0.000872382428497076
76512.453,151,0.01669945754110813,0.0,0.0,1.0,1,7,-0.2386074662208557,0.07504156976938248,-0.05404428392648697,8.296387386508286e-05,0.0001443563960492611,0.0007817546720616519
76522.962,155,0.01649932749569416,0.0,0.0,1.0,1,6,-0.23860718309879303,0.07504255324602127,-0.05404471233487129,-0.00024158420274034142,-2.239550303784199e-05,0.0002807652053888887
76533.492,158,0.01651620864868164,0.0,0.0,1.0,1,6,-0.23860704898834229,0.07504331320524216,-0.05404466763138771,0.000143000201205723,-0.00023419299395754933,-0.00019149991567246616
76544.015,162,0.016647620126605034,0.0,0.0,1.0,1,6,-0.23860692977905273,0.07504403591156006,-0.05404480919241905,0.0002917065576184541,-0.00011186300980625674,-0.0003886625054292381
76554.541,165,0.016791503876447678,0.0,0.0,1.0,1,6,-0.2386070191860199,0.07504419982433319,-0.05404482036828995,-4.091692062502261e-06,0.0004238760157022625,-0.0004972952301613986
76565.054,169,0.01695880852639675,0.0,0.0,1.0,1,6,-0.2386072278022766,0.07504405826330185,-0.05404457449913025,-9.512694668956101e-05,0.00030079431599006057,-0.00036935240495949984
76575.622,172,0.017036758363246918,0.0,0.0,1.0,1,6,-0.23860715329647064,0.07504377514123917,-0.05404449626803398,-0.00020064343698322773,2.063537249341607e-05,-0.00017452002794016153
76586.139,176,0.017057813704013824,0.0,0.0,1.0,1,6,-0.23860688507556915,0.07504335790872574,-0.054044678807258606,-9.48695233091712e-05,0.00025224240380339324,9.052760287886485e-05
76596.788,179,0.01702689193189144,0.0,0.0,1.0,1,6,-0.2386067658662796,0.07504313439130783,-0.05404513329267502,-6.979247700655833e-05,0.0003097289300058037,9.001819125842303e-05
76607.241,183,0.016951143741607666,0.0,0.0,1.0,1,6,-0.2386067807674408,0.07504301518201828,-0.05404600128531456,8.154474016919266e-06,0.00011756545427488163,0.00022873208217788488
76617.756,186,0.016896991059184074,0.0,0.0,1.0,1,6,-0.238606795668602,0.0750429555773735,-0.05404672399163246,-0.00019697516108863056,0.00045571906957775354,0.00010273963562212884
76628.277,190,0.016839338466525078,0.0,0.0,1.0,1,6,-0.23860657215118408,0.07504282146692276,-0.05404746159911156,5.911773405387066e-05,-4.658459147321992e-06,0.00018641339556779712
76638.801,193,0.016804909333586693,0.0,0.0,1.0,1,6,-0.23860642313957214,0.07504276931285858,-0.054047971963882446,0.0003002165467478335,0.00029049941804260015,3.946531796827912e-05
76649.319,197,0.016797246411442757,0.0,0.0,1.0,1,6,-0.23860643804073334,0.07504263520240784,-0.05404864624142647,4.6311572077684104e-05,0.0001613305794307962,4.6062038450145337e-07
76659.853,200,0.016796747222542763,0.0,0.0,1.0,1,6,-0.2386065274477005,0.07504246383905411,-0.05404873564839363,-4.524609903455712e-05,-0.00013228766329120845,-9.40224708756432e-06
76670.363,204,0.016817009076476097,0.0,0.0,1.0,1,6,-0.23860666155815125,0.07504221796989441,-0.054048553109169006,9.990712715080008e-05,0.0002776192268356681,-7.529385038651526e-05
76680.895,207,0.01683066040277481,0.0,0.0,1.0,1,6,-0.238606795668602,0.07504197955131531,-0.05404847487807274,0.00010572887549642473,-0.0002787127741612494,-5.387459896155633e-05
76691.412,211,0.01684875227510929,0.0,0.0,1.0,1,6,-0.2386070191860199,0.07504168897867203,-0.05404840037226677,-0.0001838463358581066,-0.0004816566361114383,-2.43847807723796e-05
76701.928,215,0.016863727942109108,0.0,0.0,1.0,1,6,-0.23860721290111542,0.07504141330718994,-0.05404802784323692,8.506898302584887e-05,-0.000267136754700914,-2.366993976465892e-05
